end,val,accn,fy,fp,form,filed,frame,unit,item,fact,cik,start
2014-02-28,170000.0,0001104659-15-024608,2015,Q3,10-Q,2015-03-31,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2013-06-01
2014-05-31,180000.0,0001047469-14-006243,2014,FY,10-K,2014-07-17,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2013-06-01
2014-05-31,180000.0,0001047469-15-006136,2015,FY,10-K,2015-07-15,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2013-06-01
2014-05-31,180000.0,0001047469-16-014299,2016,FY,10-K,2016-07-13,CY2013,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2013-06-01
2014-08-31,180163.0,0001104659-14-067921,2015,Q1,10-Q,2014-09-24,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2014-06-01
2014-08-31,180163.0,0001104659-15-067241,2016,Q1,10-Q,2015-09-25,CY2014Q3,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2014-06-01
2014-11-30,185163.0,0001104659-14-087894,2015,Q2,10-Q,2014-12-19,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2014-06-01
2014-11-30,185163.0,0001104659-15-085700,2016,Q2,10-Q,2015-12-18,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2014-06-01
2015-02-28,169163.0,0001104659-15-024608,2015,Q3,10-Q,2015-03-31,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2014-06-01
2015-02-28,169163.0,0001104659-16-107128,2016,Q3,10-Q,2016-03-23,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2014-06-01
2015-05-31,168200.0,0001047469-15-006136,2015,FY,10-K,2015-07-15,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2014-06-01
2015-05-31,168200.0,0001047469-16-014299,2016,FY,10-K,2016-07-13,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2014-06-01
2015-05-31,168200.0,0001047469-17-004528,2017,FY,10-K,2017-07-12,CY2014,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2014-06-01
2015-08-31,148163.0,0001104659-15-067241,2016,Q1,10-Q,2015-09-25,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2015-06-01
2015-08-31,148000.0,0001104659-16-146237,2017,Q1,10-Q,2016-09-23,CY2015Q3,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2015-06-01
2015-11-30,181247.0,0001104659-15-085700,2016,Q2,10-Q,2015-12-18,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2015-06-01
2015-11-30,181247.0,0001104659-16-163391,2017,Q2,10-Q,2016-12-22,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2015-06-01
2016-02-29,178490.0,0001104659-16-107128,2016,Q3,10-Q,2016-03-23,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2015-06-01
2016-02-29,178490.0,0001104659-17-018555,2017,Q3,10-Q,2017-03-22,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2015-06-01
2016-05-31,1374200.0,0001047469-16-014299,2016,FY,10-K,2016-07-13,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2015-06-01
2016-05-31,1374200.0,0001047469-17-004528,2017,FY,10-K,2017-07-12,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2015-06-01
2016-05-31,1374200.0,0001047469-18-004978,2018,FY,10-K,2018-07-11,CY2015,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2015-06-01
2016-08-31,2041000.0,0001104659-16-146237,2017,Q1,10-Q,2016-09-23,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2016-06-01
2016-08-31,2041000.0,0001104659-17-058003,2018,Q1,10-Q,2017-09-20,CY2016Q3,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2016-06-01
2016-11-30,42000.0,0001104659-16-163391,2017,Q2,10-Q,2016-12-22,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2016-06-01
2016-11-30,476000.0,0001104659-17-074650,2018,Q2,10-Q,2017-12-22,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2016-06-01
2016-11-30,520000.0,0001104659-17-074650,2018,Q2,10-Q,2017-12-22,CY2016Q4,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2016-09-01
2017-05-31,11200.0,0001047469-17-004528,2017,FY,10-K,2017-07-12,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2016-06-01
2017-05-31,11200.0,0001047469-18-004978,2018,FY,10-K,2018-07-11,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2016-06-01
2017-05-31,11200.0,0001047469-19-004266,2019,FY,10-K,2019-07-18,CY2016,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2016-06-01
2018-08-31,290000.0,0001104659-18-058911,2019,Q1,10-Q,2018-09-27,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2018-06-01
2018-08-31,290000.0,0001410578-19-001436,2020,Q1,10-Q,2019-09-26,CY2018Q3,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2018-06-01
2018-11-30,290000.0,0001104659-19-074491,2020,Q2,10-Q,2019-12-20,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2018-06-01
2018-11-30,290000.0,0001104659-19-074491,2020,Q2,10-Q,2019-12-20,CY2018Q4,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2018-09-01
2019-02-28,277000.0,0001104659-20-037857,2020,Q3,10-Q,2020-03-25,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2018-06-01
2019-02-28,277000.0,0001104659-20-037857,2020,Q3,10-Q,2020-03-25,CY2019Q1,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2018-12-01
2019-05-31,273400.0,0001047469-19-004266,2019,FY,10-K,2019-07-18,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2018-06-01
2019-05-31,273400.0,0001104659-20-085310,2020,FY,10-K,2020-07-21,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2018-06-01
2019-05-31,273400.0,0001104659-21-094125,2021,FY,10-K,2021-07-21,CY2018,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2018-06-01
2019-08-31,268000.0,0001410578-19-001436,2020,Q1,10-Q,2019-09-26,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2019-06-01
2019-08-31,268000.0,0001104659-20-108360,2021,Q1,10-Q,2020-09-24,CY2019Q3,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2019-06-01
2019-11-30,267000.0,0001104659-19-074491,2020,Q2,10-Q,2019-12-20,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2019-06-01
2019-11-30,267000.0,0001104659-20-137498,2021,Q2,10-Q,2020-12-18,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2019-06-01
2019-11-30,267000.0,0001104659-19-074491,2020,Q2,10-Q,2019-12-20,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2019-09-01
2019-11-30,267000.0,0001104659-20-137498,2021,Q2,10-Q,2020-12-18,CY2019Q4,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2019-09-01
2020-02-29,265000.0,0001104659-20-037857,2020,Q3,10-Q,2020-03-25,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2019-06-01
2020-02-29,265000.0,0001104659-21-040394,2021,Q3,10-Q,2021-03-23,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2019-06-01
2020-02-29,265000.0,0001104659-20-037857,2020,Q3,10-Q,2020-03-25,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2019-12-01
2020-02-29,265000.0,0001104659-21-040394,2021,Q3,10-Q,2021-03-23,CY2020Q1,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2019-12-01
2020-05-31,669400.0,0001104659-20-085310,2020,FY,10-K,2020-07-21,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2019-06-01
2020-05-31,669400.0,0001104659-21-094125,2021,FY,10-K,2021-07-21,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2019-06-01
2020-05-31,669400.0,0001104659-22-081498,2022,FY,10-K,2022-07-21,CY2019,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2019-06-01
2020-08-31,1750000.0,0001104659-20-108360,2021,Q1,10-Q,2020-09-24,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2020-06-01
2020-08-31,1750000.0,0001104659-21-118843,2022,Q1,10-Q,2021-09-23,CY2020Q3,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2020-06-01
2020-11-30,1743000.0,0001104659-20-137498,2021,Q2,10-Q,2020-12-18,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2020-06-01
2020-11-30,1743000.0,0001104659-21-152249,2022,Q2,10-Q,2021-12-21,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2020-06-01
2020-11-30,1743000.0,0001104659-20-137498,2021,Q2,10-Q,2020-12-18,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2020-09-01
2020-11-30,1743000.0,0001104659-21-152249,2022,Q2,10-Q,2021-12-21,CY2020Q4,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2020-09-01
2021-02-28,1187000.0,0001104659-21-040394,2021,Q3,10-Q,2021-03-23,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2020-06-01
2021-02-28,1187000.0,0001104659-22-036639,2022,Q3,10-Q,2022-03-22,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2020-06-01
2021-02-28,653000.0,0001104659-21-040394,2021,Q3,10-Q,2021-03-23,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2020-12-01
2021-02-28,653000.0,0001104659-22-036639,2022,Q3,10-Q,2022-03-22,CY2021Q1,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2020-12-01
2021-05-31,1054400.0,0001104659-21-094125,2021,FY,10-K,2021-07-21,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2020-06-01
2021-05-31,1054400.0,0001104659-22-081498,2022,FY,10-K,2022-07-21,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2020-06-01
2021-05-31,1054400.0,0001104659-23-082069,2023,FY,10-K,2023-07-18,CY2020,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2020-06-01
2021-08-31,793000.0,0001104659-21-118843,2022,Q1,10-Q,2021-09-23,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2021-06-01
2021-08-31,793000.0,0001104659-22-102374,2023,Q1,10-Q,2022-09-22,CY2021Q3,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2021-06-01
2021-11-30,0.0,0001104659-21-152249,2022,Q2,10-Q,2021-12-21,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2021-06-01
2021-11-30,790000.0,0001104659-22-128706,2023,Q2,10-Q,2022-12-20,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2021-06-01
2021-11-30,0.0,0001104659-21-152249,2022,Q2,10-Q,2021-12-21,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2021-09-01
2021-11-30,1195000.0,0001104659-22-128706,2023,Q2,10-Q,2022-12-20,CY2021Q4,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2021-09-01
2022-02-28,771000.0,0001104659-22-036639,2022,Q3,10-Q,2022-03-22,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2021-06-01
2022-02-28,771000.0,0001104659-23-035153,2023,Q3,10-Q,2023-03-21,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2021-06-01
2022-02-28,247000.0,0001104659-22-036639,2022,Q3,10-Q,2022-03-22,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2021-12-01
2022-02-28,247000.0,0001104659-23-035153,2023,Q3,10-Q,2023-03-21,CY2022Q1,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2021-12-01
2022-05-31,229800.0,0001104659-22-081498,2022,FY,10-K,2022-07-21,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2021-06-01
2022-05-31,229800.0,0001104659-23-082069,2023,FY,10-K,2023-07-18,CY2021,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2021-06-01
2022-08-31,230000.0,0001104659-22-102374,2023,Q1,10-Q,2022-09-22,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2022-06-01
2022-08-31,230000.0,0001104659-23-103944,2023,Q1,10-Q,2023-09-26,CY2022Q3,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2022-06-01
2022-11-30,229000.0,0001104659-22-128706,2023,Q2,10-Q,2022-12-20,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2022-06-01
2022-11-30,229000.0,0001104659-23-128321,2024,Q2,10-Q,2023-12-21,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2022-06-01
2022-11-30,447000.0,0001104659-22-128706,2023,Q2,10-Q,2022-12-20,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2022-09-01
2022-11-30,1000.0,0001104659-23-035153,2023,Q3,10-Q,2023-03-21,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2022-09-01
2022-11-30,447000.0,0001104659-23-128321,2024,Q2,10-Q,2023-12-21,CY2022Q4,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2022-09-01
2023-02-28,215000.0,0001104659-23-035153,2023,Q3,10-Q,2023-03-21,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2022-06-01
2023-02-28,1000.0,0001104659-23-035153,2023,Q3,10-Q,2023-03-21,CY2023Q1,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2022-12-01
2023-05-31,197300.0,0001104659-23-082069,2023,FY,10-K,2023-07-18,CY2022,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2022-06-01
2024-02-29,215000.0,0001104659-24-037408,2024,Q3,10-Q,2024-03-21,,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2023-06-01
2024-02-29,1000.0,0001104659-24-037408,2024,Q3,10-Q,2024-03-21,CY2024Q1,shares,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,us-gaap,1750,2023-12-01
2009-05-31,31133000.0,0001047469-11-006302,2011,FY,10-K,2011-07-13,CY2008,USD,AssetImpairmentCharges,us-gaap,1750,2008-06-01
2011-05-31,5355000.0,0001047469-11-006302,2011,FY,10-K,2011-07-13,,USD,AssetImpairmentCharges,us-gaap,1750,2010-06-01
2011-05-31,5300000.0,0001047469-13-007797,2013,FY,10-K,2013-07-26,CY2010,USD,AssetImpairmentCharges,us-gaap,1750,2010-06-01
2011-05-31,5355000.0,0001047469-12-007300,2012,FY,10-K,2012-07-19,CY2011Q2,USD,AssetImpairmentCharges,us-gaap,1750,2011-03-01
2015-02-28,50900000.0,0001104659-15-024608,2015,Q3,10-Q,2015-03-31,,USD,AssetImpairmentCharges,us-gaap,1750,2014-06-01
2015-02-28,4700000.0,0001104659-16-107128,2016,Q3,10-Q,2016-03-23,,USD,AssetImpairmentCharges,us-gaap,1750,2014-06-01
2015-05-31,84600000.0,0001047469-15-006136,2015,FY,10-K,2015-07-15,,USD,AssetImpairmentCharges,us-gaap,1750,2014-06-01
2015-05-31,27400000.0,0001047469-16-014299,2016,FY,10-K,2016-07-13,,USD,AssetImpairmentCharges,us-gaap,1750,2014-06-01
2015-05-31,53000000.0,0001047469-17-004528,2017,FY,10-K,2017-07-12,CY2014,USD,AssetImpairmentCharges,us-gaap,1750,2014-06-01
2017-11-30,54200000.0,0001104659-17-074650,2018,Q2,10-Q,2017-12-22,,USD,AssetImpairmentCharges,us-gaap,1750,2017-06-01
2017-11-30,54200000.0,0001104659-18-073842,2019,Q2,10-Q,2018-12-19,,USD,AssetImpairmentCharges,us-gaap,1750,2017-06-01
2017-11-30,54200000.0,0001104659-18-073842,2019,Q2,10-Q,2018-12-19,CY2017Q4,USD,AssetImpairmentCharges,us-gaap,1750,2017-09-01
2018-02-28,65200000.0,0001104659-18-019104,2018,Q3,10-Q,2018-03-21,,USD,AssetImpairmentCharges,us-gaap,1750,2017-06-01
2018-02-28,65200000.0,0001104659-19-016320,2019,Q3,10-Q,2019-03-20,,USD,AssetImpairmentCharges,us-gaap,1750,2017-06-01
2018-02-28,11000000.0,0001104659-18-019104,2018,Q3,10-Q,2018-03-21,,USD,AssetImpairmentCharges,us-gaap,1750,2017-12-01
2018-02-28,11000000.0,0001104659-19-016320,2019,Q3,10-Q,2019-03-20,CY2018Q1,USD,AssetImpairmentCharges,us-gaap,1750,2017-12-01
2018-05-31,65200000.0,0001047469-18-004978,2018,FY,10-K,2018-07-11,,USD,AssetImpairmentCharges,us-gaap,1750,2017-06-01
2018-05-31,65200000.0,0001047469-19-004266,2019,FY,10-K,2019-07-18,CY2017,USD,AssetImpairmentCharges,us-gaap,1750,2017-06-01
2019-02-28,74100000.0,0001104659-19-016320,2019,Q3,10-Q,2019-03-20,,USD,AssetImpairmentCharges,us-gaap,1750,2018-06-01
2019-02-28,74100000.0,0001104659-20-037857,2020,Q3,10-Q,2020-03-25,,USD,AssetImpairmentCharges,us-gaap,1750,2018-06-01
2019-02-28,74100000.0,0001104659-19-016320,2019,Q3,10-Q,2019-03-20,,USD,AssetImpairmentCharges,us-gaap,1750,2018-12-01
2019-02-28,74100000.0,0001104659-20-037857,2020,Q3,10-Q,2020-03-25,CY2019Q1,USD,AssetImpairmentCharges,us-gaap,1750,2018-12-01
2019-05-31,74100000.0,0001047469-19-004266,2019,FY,10-K,2019-07-18,CY2018,USD,AssetImpairmentCharges,us-gaap,1750,2018-06-01
2019-08-31,11800000.0,0001410578-19-001436,2020,Q1,10-Q,2019-09-26,CY2019Q3,USD,AssetImpairmentCharges,us-gaap,1750,2019-06-01
2019-11-30,11800000.0,0001104659-19-074491,2020,Q2,10-Q,2019-12-20,,USD,AssetImpairmentCharges,us-gaap,1750,2019-06-01
2020-02-29,11800000.0,0001104659-20-037857,2020,Q3,10-Q,2020-03-25,,USD,AssetImpairmentCharges,us-gaap,1750,2019-06-01
2020-05-31,8100000.0,0001104659-20-085310,2020,FY,10-K,2020-07-21,,USD,AssetImpairmentCharges,us-gaap,1750,2019-06-01
2020-05-31,8100000.0,0001104659-21-094125,2021,FY,10-K,2021-07-21,,USD,AssetImpairmentCharges,us-gaap,1750,2019-06-01
2020-05-31,8100000.0,0001104659-22-081498,2022,FY,10-K,2022-07-21,CY2019,USD,AssetImpairmentCharges,us-gaap,1750,2019-06-01
2020-08-31,5800000.0,0001104659-20-108360,2021,Q1,10-Q,2020-09-24,,USD,AssetImpairmentCharges,us-gaap,1750,2020-06-01
2020-08-31,5800000.0,0001104659-20-137498,2021,Q2,10-Q,2020-12-18,,USD,AssetImpairmentCharges,us-gaap,1750,2020-06-01
2020-08-31,5800000.0,0001104659-21-040394,2021,Q3,10-Q,2021-03-23,,USD,AssetImpairmentCharges,us-gaap,1750,2020-06-01
2020-08-31,5800000.0,0001104659-21-118843,2022,Q1,10-Q,2021-09-23,,USD,AssetImpairmentCharges,us-gaap,1750,2020-06-01
2020-08-31,5800000.0,0001104659-21-152249,2022,Q2,10-Q,2021-12-21,,USD,AssetImpairmentCharges,us-gaap,1750,2020-06-01
2020-08-31,5800000.0,0001104659-22-036639,2022,Q3,10-Q,2022-03-22,CY2020Q3,USD,AssetImpairmentCharges,us-gaap,1750,2020-06-01
2020-11-30,7000000.0,0001104659-20-137498,2021,Q2,10-Q,2020-12-18,,USD,AssetImpairmentCharges,us-gaap,1750,2020-06-01
2020-11-30,7000000.0,0001104659-21-152249,2022,Q2,10-Q,2021-12-21,,USD,AssetImpairmentCharges,us-gaap,1750,2020-06-01
2021-02-28,7000000.0,0001104659-21-040394,2021,Q3,10-Q,2021-03-23,,USD,AssetImpairmentCharges,us-gaap,1750,2020-06-01
2021-02-28,7000000.0,0001104659-22-036639,2022,Q3,10-Q,2022-03-22,,USD,AssetImpairmentCharges,us-gaap,1750,2020-06-01
2021-05-31,9100000.0,0001104659-21-094125,2021,FY,10-K,2021-07-21,,USD,AssetImpairmentCharges,us-gaap,1750,2020-06-01
2021-05-31,9100000.0,0001104659-22-081498,2022,FY,10-K,2022-07-21,,USD,AssetImpairmentCharges,us-gaap,1750,2020-06-01
2021-05-31,9100000.0,0001104659-23-082069,2023,FY,10-K,2023-07-18,CY2020,USD,AssetImpairmentCharges,us-gaap,1750,2020-06-01
2021-08-31,2300000.0,0001104659-21-118843,2022,Q1,10-Q,2021-09-23,,USD,AssetImpairmentCharges,us-gaap,1750,2021-06-01
2021-08-31,2300000.0,0001104659-22-102374,2023,Q1,10-Q,2022-09-22,CY2021Q3,USD,AssetImpairmentCharges,us-gaap,1750,2021-06-01
2021-11-30,2900000.0,0001104659-21-152249,2022,Q2,10-Q,2021-12-21,,USD,AssetImpairmentCharges,us-gaap,1750,2021-06-01
2021-11-30,2900000.0,0001104659-22-128706,2023,Q2,10-Q,2022-12-20,,USD,AssetImpairmentCharges,us-gaap,1750,2021-06-01
2022-02-28,2900000.0,0001104659-22-036639,2022,Q3,10-Q,2022-03-22,,USD,AssetImpairmentCharges,us-gaap,1750,2021-06-01
2022-02-28,2900000.0,0001104659-23-035153,2023,Q3,10-Q,2023-03-21,,USD,AssetImpairmentCharges,us-gaap,1750,2021-06-01
2022-05-31,2900000.0,0001104659-22-081498,2022,FY,10-K,2022-07-21,,USD,AssetImpairmentCharges,us-gaap,1750,2021-06-01
2022-05-31,2900000.0,0001104659-23-082069,2023,FY,10-K,2023-07-18,CY2021,USD,AssetImpairmentCharges,us-gaap,1750,2021-06-01
2023-05-31,1000000.0,0001104659-23-082069,2023,FY,10-K,2023-07-18,CY2022,USD,AssetImpairmentCharges,us-gaap,1750,2022-06-01
2010-05-31,1501042000.0,0001104659-10-049632,2011,Q1,10-Q,2010-09-23,,USD,Assets,us-gaap,1750,
2010-05-31,1501042000.0,0001104659-10-063683,2011,Q2,10-Q,2010-12-21,,USD,Assets,us-gaap,1750,
2010-05-31,1501042000.0,0001104659-11-015691,2011,Q3,10-Q,2011-03-22,,USD,Assets,us-gaap,1750,
2010-05-31,1500181000.0,0001047469-11-006302,2011,FY,10-K,2011-07-13,,USD,Assets,us-gaap,1750,
2010-05-31,1500181000.0,0001047469-12-007300,2012,FY,10-K,2012-07-19,CY2010Q2I,USD,Assets,us-gaap,1750,
2010-08-31,1532733000.0,0001104659-10-049632,2011,Q1,10-Q,2010-09-23,CY2010Q3I,USD,Assets,us-gaap,1750,
2010-11-30,1557227000.0,0001104659-10-063683,2011,Q2,10-Q,2010-12-21,CY2010Q4I,USD,Assets,us-gaap,1750,
2011-02-28,1655991000.0,0001104659-11-015691,2011,Q3,10-Q,2011-03-22,CY2011Q1I,USD,Assets,us-gaap,1750,
2011-05-31,1703727000.0,0001047469-11-006302,2011,FY,10-K,2011-07-13,,USD,Assets,us-gaap,1750,
2011-05-31,1703727000.0,0001104659-11-053058,2012,Q1,10-Q,2011-09-23,,USD,Assets,us-gaap,1750,
